"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"smirnoff cranberry","172205.7999999982","1476069968.1899874","0.010747016016085187","Category B","2465","0.02344371311894969100","85.34649998202490150300","Y","Category BY"
"forty creek","165713.93999999482","1479771404.1099873","0.010341872151045681","Category B","2463","0.02342469185069902200","85.39334936572629954700","Y","Category BY"
"mr boston apricot brandy","120553.81999999958","1512144459.2699873","0.007523520313138463","Category B","2463","0.02342469185069902200","85.39334936572629954700","Y","Category BY"
"deep eddy cranberry","202416.11999999985","1459064925.799988","0.012632381043808292","Category B","2460","0.02339615994832301800","85.41674552567462256600","Y","Category BY"
"prairie fire mini","141514.80000000188","1493930690.9099872","0.008831652720832445","Category B","2455","0.02334860677769634600","85.44009413245231891100","Y","Category BY"
"yellowstone select","474450","1351792554.2199883","0.029609465818408377","Category B","2453","0.02332958550944567600","85.46342371796176458800","Y","Category BY"
"slow and low","197090.57999999748","1461255338.819988","0.012300024853283185","Category B","2451","0.02331056424119500700","85.48673428220295959500","Y","Category BY"
"captain morgan watermelon smash","254650.5","1430799550.929988","0.015892223153947945","Category B","2449","0.02329154297294433800","85.51002582517590393300","Y","Category BY"
"arrow mcdales butterscotch schnapps","80598.96000000264","1540177623.3299878","0.005030018233995874","Category C","2446","0.02326301107056833500","85.53328883624647226800","Y","Category CY"
"crown royal xo","300257.40999999864","1409720139.789988","0.01873845825296404","Category B","2432","0.02312986219281365100","85.57954856063209956900","Y","Category BY"
"bird dog black cherry","195067.5","1462627572.879988","0.012173768518352569","Category B","2432","0.02312986219281365100","85.57954856063209956900","Y","Category BY"
"chchis peach margarita","166177.27999999956","1479439636.4199872","0.010370788264213438","Category B","2427","0.02308230902218697800","85.62571317867647352500","Y","Category BY"
"99 blackberries","133290.19000000093","1500123197.2199876","0.008318371429516674","Category B","2427","0.02308230902218697800","85.62571317867647352500","Y","Category BY"
"lunazul reposado","238688.76000000123","1438676226.4699874","0.014896083213106372","Category B","2424","0.02305377711981097400","85.64876695579628450000","Y","Category BY"
"malibu passion fruit rum","189157.96000000366","1466664258.8699877","0.011804966067867989","Category B","2418","0.02299671331505896700","85.67176366911134346600","Y","Category BY"
"burnetts blue raspberry","147082.23000000065","1489742925.0699875","0.009179104777490354","Category B","2409","0.02291111760793095600","85.69467478671927442200","Y","Category BY"
"malibu pineapple","246728.44000000265","1434073771.5499876","0.015397823396794815","Category B","2398","0.02280650063255227600","85.71748128735182669800","Y","Category BY"
"el mayor blanco","251759.25","1432572475.7299879","0.01571178608355597","Category B","2388","0.02271139429129893000","85.74019268164312562800","Y","Category BY"
"paramount apricot flavored brandy","130243.96000000156","1502362710.8099875","0.008128262370479913","Category B","2385","0.02268286238892292600","85.76287554403204855400","Y","Category BY"
"tippy cow shamrock mint","165514.5","1480102609.3299873","0.010329425503637798","Category B","2382","0.02265433048654692300","85.78552987451859547700","Y","Category BY"
"western son blueberry","280526.4799999953","1417243040.5999882","0.01750709078031043","Category B","2381","0.02264481985242158800","85.80817469437101706500","Y","Category BY"
"phillips blackberry brandy","146841.23999999827","1490183758.0999877","0.009164065078538623","Category B","2377","0.02260677731592025000","85.85338824900285756500","Y","Category BY"
"phillips white rum","318693.6399999987","1401973580.5199883","0.019889026114709885","Category B","2377","0.02260677731592025000","85.85338824900285756500","Y","Category BY"
"caliber canadian whiskey","176706.6000000017","1473632676.1099875","0.011027901849693777","Category B","2373","0.02256873477941891200","85.89852571856169538800","Y","Category BY"
"99 apples","131948.4399999999","1501050781.8999877","0.008234635523179061","Category B","2373","0.02256873477941891200","85.89852571856169538800","Y","Category BY"
"glenlivet 15yr french oak","306811.7099999996","1407900238.309988","0.019147498872236088","Category B","2364","0.02248313907229090100","85.92100885763398628900","Y","Category BY"
"dr mcgillicuddys peach","143409.60000000225","1492792465.4599872","0.008949903360167951","Category B","2355","0.02239754336516289000","85.94340640099914917900","Y","Category BY"
"hornitos black barrel","268362.8699999984","1423246514.439988","0.01674798445820408","Category B","2353","0.02237852209691222000","85.96578492309606139900","Y","Category BY"
"captain morgan apple smash mini","71840.6400000003","1547093759.1799877","0.004483429180003353","Category C","2348","0.02233096892628554800","85.98811589202234694700","Y","Category CY"
"uv cake vodka","137357.3300000002","1497152205.7299874","0.008572193418785637","Category B","2340","0.02225488385328287100","86.01037077587562981800","Y","Category BY"
"360 double chocolate","122787","1510079610.2899876","0.007662888564537696","Category B","2339","0.02224537321915753700","86.03261614909478735500","Y","Category BY"
"metaxa ouzo","126825.4000000016","1506335240.4999876","0.007914916948479327","Category B","2338","0.02223586258503220200","86.05485201167981955700","Y","Category BY"
"tooters ala bama slama","92376","1532013343.6799872","0.0057649995035120504","Category C","2335","0.02220733068265619800","86.07705934236247575500","Y","Category CY"
"captain morgan loconut","179985.68999999715","1472386066.5299876","0.01123254323080949","Category B","2332","0.02217879878028019500","86.09923814114275595000","Y","Category BY"
"christian bros apple","98867.00000000025","1526945652.219987","0.00617008969768909","Category C","2329","0.02215026687790419100","86.12138840802066014100","Y","Category CY"
"gilbeys gin london dry","160989.240000003","1482390810.6099868","0.010047013170853896","Category B","2328","0.02214075624377885600","86.14352916426443899700","Y","Category BY"
"wild turkey longbranch","395728.5","1375072722.579988","0.024696616069385648","Category B","2327","0.02213124560965352200","86.16566040987409251900","Y","Category BY"
"cruzan raspberry","191958.75","1465334157.339988","0.011979757712444724","Category B","2325","0.02211222434140285300","86.18777263421549537200","Y","Category BY"
"laphroaig 10yr","451011.2099999961","1356429788.9799883","0.028146698295318556","Category B","2324","0.02210271370727751800","86.20987534792277289000","Y","Category BY"
"new amsterdam watermelon","211281.75","1453093471.3999882","0.013185667098068298","Category B","2320","0.02206467117077618000","86.23194001909354907000","Y","Category BY"
"cruzan dark","203753.06000000003","1458050273.269988","0.012715816767765016","Category B","2312","0.02198858609777350300","86.27591719128909607700","Y","Category BY"
"jameson caskmates","392516.519999995","1375858465.039988","0.024496162887765748","Category B","2312","0.02198858609777350300","86.27591719128909607700","Y","Category BY"
"cinerator","171071.08999999933","1476412276.2799873","0.010676201057799227","Category B","2303","0.02190299039064549200","86.29782018167974156900","Y","Category BY"
"crown royal w 2 glasses","850195.7000000043","1255844200.0199885","0.053058995717373617","Category A","2292","0.02179837341526681200","86.31961855509500838200","Y","Category AY"
"tippy cow vanilla soft serve","144363","1492073619.9599874","0.009009403127711852","Category B","2290","0.02177935214701614300","86.34139790724202452500","Y","Category BY"
"don julio 70th anniversary","690884.8699999774","1286654485.4699886","0.043116728723194955","Category B","2279","0.02167473517163746300","86.36307264241366198800","Y","Category BY"
"calico jack cherry","194824.75999999978","1463017395.389988","0.012158619605437052","Category B","2258","0.02147501185500543700","86.38454765426866742500","Y","Category BY"
"blue chair bay coconut rum","243505.9700000022","1435542740.3499877","0.015196715555471476","Category B","2257","0.02146550122088010300","86.40601315548954752800","Y","Category BY"
"paramount strawberry schnapps","100282.5","1526349173.5599868","0.00625842819250614","Category C","2254","0.02143696931850409900","86.42745012480805162700","Y","Category CY"
"on the rocks cocktails knob creek bourbon old fashioned","316201.32999999804","1402925927.4399881","0.019733486083613045","Category B","2252","0.02141794805025343000","86.44886807285830505700","Y","Category BY"
"three olives loopy","151357.14000000324","1487509461.9099874","0.009445893272635994","Category B","2248","0.02137990551375209200","86.47024797837205714800","Y","Category BY"
"chila coffee liqueur","103141.95999999996","1524423781.1999867","0.006436881313233519","Category C","2238","0.02128479917249874600","86.49153277754455589400","Y","Category CY"
"captain morgan sliced apple mini","96573.59999999862","1528800314.749987","0.00602696323777132","Category C","2233","0.02123724600187207300","86.51277002354642796800","Y","Category CY"
"row vodka mini","76909.54999999986","1543007191.6999874","0.004799769610779146","Category C","2231","0.02121822473362140400","86.53398824828004937200","Y","Category CY"
"99 peppermint","163879.12000000465","1481419241.249987","0.010227364742314223","Category B","2230","0.02120871409949607000","86.55519696237954544100","Y","Category BY"
"bacardi lime","198180.47999999824","1460662365.809988","0.012368043310013095","Category B","2228","0.02118969283124540000","86.57638665521079084200","Y","Category BY"
"christian bros brandyround","193703.17999999973","1463792976.779988","0.012088624063920323","Category B","2227","0.02118018219712006600","86.59756683740791090700","Y","Category BY"
"dekuyper buttershots pet","125064.17999999972","1508099669.6199875","0.007805002767029749","Category B","2224","0.02115165029474406200","86.61871848770265497000","Y","Category BY"
"new amsterdam apple vodka","203729.70000000027","1458254002.969988","0.012714358917366636","Category B","2220","0.02111360775824272400","86.63983209546089769400","Y","Category BY"
"360 georgia peach","131886.75","1501182668.6499877","0.008230785574930913","Category B","2217","0.02108507585586672000","86.66091717131676441400","Y","Category BY"
"captain morgan apple smash","203026.5","1458457029.469988","0.012670473626264282","Category B","2215","0.02106605458761605100","86.70304928049199651600","Y","Category BY"
"canadian hunter rye","141022.5","1494777869.3599873","0.008800929272581928","Category B","2215","0.02106605458761605100","86.70304928049199651600","Y","Category BY"
"burnetts mango pineapple","126664.65000000062","1506715359.2699876","0.007904884865793401","Category B","2213","0.02104703331936538200","86.72409631381136189800","Y","Category BY"
"tooters bludacious kamikazi mini","80856","1540016343.8699877","0.005046059581016393","Category C","2209","0.02100899078286404400","86.74510530459422594200","Y","Category CY"
"yukon jack canadian liqueur","190119.01999999912","1465905570.3299878","0.011864943880533824","Category B","2197","0.02089486317336002900","86.78689503094094600000","Y","Category BY"
"e & j vs pet","182442","1471116017.8599875","0.011385836574648669","Category B","2197","0.02089486317336002900","86.78689503094094600000","Y","Category BY"
"arrow creme de menthe green","82504.44000000239","1538707438.0299878","0.005148935390551155","Category C","2196","0.02088535253923469400","86.80778038348018069400","Y","Category CY"
"belvedere pure vodka","468931.4199999972","1353683210.1899884","0.02926506239154309","Category B","2195","0.02087584190510936000","86.82865622538529005400","Y","Category BY"
"sauza blue silver","321502.00000000047","1401014234.479988","0.020064290187690893","Category B","2188","0.02080926746623201800","86.84946549285152207200","Y","Category BY"
"dekuyper cactus juice","154627.34999999803","1484751942.069987","0.009649980470894742","Category B","2181","0.02074269302735467600","86.89095087890623142500","Y","Category BY"
"blue ox gin","167117.97000000151","1478773878.3699872","0.01042949482633964","Category B","2181","0.02074269302735467600","86.89095087890623142500","Y","Category BY"
"jose cuervo authentic light margarita lime","271324.56000000256","1420545365.0699883","0.016932817546664074","Category B","2180","0.02073318239322934200","86.91168406129946076600","Y","Category BY"
"absente","160352.87999999846","1482551163.489987","0.010007299229093256","Category B","2177","0.02070465049085333800","86.93238871179031410400","Y","Category BY"
"hornitos lime shot","287342.1199999999","1414697879.2499883","0.017932441100914735","Category B","2176","0.02069513985672800300","86.95308385164704210700","Y","Category BY"
"absolut peppar","274885.9500000028","1418908693.1599884","0.01715507670035999","Category B","2168","0.02061905478372532700","86.97370290643076743400","Y","Category BY"
"tippy cow chocolate","138175.5","1496877125.8999875","0.008623253755277662","Category B","2161","0.02055248034484798500","86.99425538677561541900","Y","Category BY"
"blue chair bay pineapple rum cream","156578.66000000117","1483974396.2499871","0.009771757785145373","Category B","2159","0.02053345907659731600","87.01478884585221273500","Y","Category BY"
"rocket fuel","199550.10000000312","1459866867.279988","0.01245351852673636","Category B","2154","0.02048590590597064300","87.05576065766415402100","Y","Category BY"
"johnnie walker blue","1149135","1184027765.2599869","0.07171519338863254","Category A","2154","0.02048590590597064300","87.05576065766415402100","Y","Category AY"
"99 blue raspberries mini","98824.32000000076","1527044476.5399868","0.006167426125129043","Category C","2153","0.02047639527184530800","87.09671344820784463700","Y","Category CY"
"burnetts strawberry banana","115563.84000000072","1516406900.779987","0.007212105744175438","Category B","2153","0.02047639527184530800","87.09671344820784463700","Y","Category BY"
"1800 ultimate peach margarita","235312.49999998926","1441045550.1599874","0.01468537764863295","Category B","2150","0.02044786336946930500","87.11716131157731394200","Y","Category BY"
"svedka cucumber lime","154852.1699999997","1484597314.7199872","0.0096640110328198","Category B","2139","0.02034324639409062500","87.15784780436549519100","Y","Category BY"
"1800 ultimate watermelon margarita","175689.95999999458","1473808366.0699875","0.010964455401533091","Category B","2139","0.02034324639409062500","87.15784780436549519100","Y","Category BY"
"belvedere vodka","391356.48000000056","1376641517.749988","0.02442376713536229","Category B","2137","0.02032422512583995500","87.17817202949133514700","Y","Category BY"
"glenfiddich 15 yr solera reserva","353043.79999999993","1390676640.8099878","0.022032750191803147","Category B","2132","0.02027667195521328300","87.19844870144654842900","Y","Category BY"
"milagro silver","325739.25","1398749491.219988","0.020328728398332767","Category B","2127","0.02022911878458661000","87.21867782023113503900","Y","Category BY"
"amaretto e dolce","70981.67999999967","1547879081.4799876","0.0044298232220322305","Category C","2125","0.02021009751633594100","87.25909801526380692000","Y","Category CY"
"kinky green","135870","1498245033.2699873","0.008479372158809456","Category B","2125","0.02021009751633594100","87.25909801526380692000","Y","Category BY"
"smirnoff peppermint twist","362077.86000000127","1387454661.9499876","0.022596547622030755","Category B","2120","0.02016254434570926800","87.27926055960951618800","Y","Category BY"
"smirnoff pink lemonade mini","118826.00000000103","1514179322.489987","0.0074156905582004945","Category B","2118","0.02014352307745859900","87.29940408268697478700","Y","Category BY"
"goldschlager cinnamon schnapps mini","110665.04999999772","1520135166.649987","0.006906382158852116","Category B","2116","0.02012450180920793000","87.31952858449618271700","Y","Category BY"
"dekuyper hot damn! 100prf","125221.99999999991","1507849524.3399875","0.007814851994336033","Category B","2113","0.02009596990683192600","87.33962455440301464300","Y","Category BY"
"paramount gold rum pet","116520","1516059380.799987","0.007271777757742531","Category B","2112","0.02008645927270659100","87.35971101367572123400","Y","Category BY"
"new amsterdam lemon","208338","1454350040.769988","0.0130019536087587","Category B","2104","0.02001037419970391500","87.37972138787542514900","Y","Category BY"
"dr mcgillicuddys wild grape","198175.47000000277","1460860541.279988","0.012367730646036667","Category B","2102","0.01999135293145324600","87.39971274080687839500","Y","Category BY"
"jose cuervo authentic coconut pineapple margarita","181861.92000000336","1471844319.0899875","0.011349634953968213","Category B","2099","0.01996282102907724200","87.41967556183595563700","Y","Category BY"
"three olives cherry","438593.580000002","1361328673.719988","0.02737173909828943","Category B","2083","0.01981065088307188900","87.45929686360209941500","Y","Category BY"
"new amsterdam peach mini","94451.45999999924","1530613036.8599873","0.005894524768402874","Category C","2083","0.01981065088307188900","87.45929686360209941500","Y","Category CY"
"citronge","339808.0100000008","1393774149.9399881","0.021206731282361464","Category B","2077","0.01975358707831988200","87.47905045068041929700","Y","Category BY"
"canadian club whisky pet","170136","1476923220.6399872","0.010617843980357736","Category B","2073","0.01971554454181854400","87.49876599522223784100","Y","Category BY"
"bulleit bourbon 10yr","312993.75","1404497379.2699883","0.019533307497102873","Category B","2072","0.01970603390769320900","87.51847202912993105000","Y","Category BY"
"godiva white chocolate liqueur","244290","1435055221.1299877","0.015245645283547228","Category B","2071","0.01969652327356787400","87.53816855240349892400","Y","Category BY"
"phillips lime vodka","133483.3199999955","1499989907.0299876","0.008330424282574632","Category B","2069","0.01967750200531720500","87.55784605440881613000","Y","Category BY"
"malibu coconut mini","66110.2400000013","1551357255.4299874","0.004125806494945332","Category C","2068","0.01966799137119187100","87.57751404578000800000","Y","Category CY"
"herradura reposado","444203.2800000012","1359569076.9099882","0.0277218291402359","Category B","2064","0.01962994883469053300","87.59714399461469853300","Y","Category BY"
"blue chair bay banana rum cream","142002.7300000002","1493647649.9399872","0.008862103446212837","Category B","2062","0.01961092756643986300","87.61675492218113839600","Y","Category BY"
"kahlua frozen mudslide","127225.89000000268","1505826878.1599874","0.007939910720142615","Category B","2060","0.01959190629818919400","87.63634682847932759100","Y","Category BY"
"templeton rye 6yr","536523.6000000226","1334540075.7799885","0.033483353767457216","Category B","2056","0.01955386376168785600","87.65590069224101544700","Y","Category BY"
"oban single malt scotch","363033.5799999992","1386367559.0899878","0.022656192176086835","Category B","2055","0.01954435312756252100","87.67544504536857796800","Y","Category BY"
"deep eddy sweet tea","209278.32","1453724027.059988","0.013060637079932406","Category B","2052","0.01951582122518651800","87.69496086659376448600","Y","Category BY"
"glenfiddich 14yr","280621.52999999974","1416681939.1199882","0.017513022658751088","Category B","2048","0.01947777868868518000","87.71443864528244966500","Y","Category BY"
"smithworks","213685.4500000034","1451820401.5699883","0.013335677158112156","Category B","2044","0.01943973615218384100","87.73387838143463350700","Y","Category BY"
"don julio anejo tequila","505783.64999999444","1343905124.0199885","0.03156493560161168","Category B","2042","0.01942071488393317200","87.75329909631856667900","Y","Category BY"
"chichis pineapple margarita","136041.20999999976","1498109163.2699873","0.008490057028959656","Category B","2041","0.01941120424980783800","87.77271030056837451700","Y","Category BY"
"jose cuervo authentic raspberry margarita","184785.45000000368","1469465349.9499874","0.011532086553934702","Category B","2031","0.01931609790855449200","87.79202639847692900900","Y","Category BY"
"1800 silver tequila","204914.31000000442","1456825294.959988","0.012788288033824152","Category B","2029","0.01929707664030382300","87.81132347511723283200","Y","Category BY"
"tres generaciones anejo","255758.07000000164","1430034000.7599878","0.015961344359673613","Category B","2028","0.01928756600617848800","87.83061104112341132000","Y","Category BY"
"glenmorangie 10yr","323455.77999999974","1400047984.259988","0.02018622164965036","Category B","2024","0.01924952346967715000","87.84986056459308847000","Y","Category BY"
"powers irish whiskey","265287.0200000029","1424579685.609988","0.016556026874818223","Category B","2021","0.01922099156730114600","87.86908155616038961600","Y","Category BY"
"ole smoky salty watermelon whiskey","219592.5","1448788079.6399877","0.013704324212728089","Category B","2019","0.01920197029905047700","87.88828352645944009400","Y","Category BY"
"phillips gin","185594.2799999977","1468909888.6699874","0.011582563999898926","Category B","2018","0.01919245966492514300","87.90747598612436523700","Y","Category BY"
"jameson cold brew","313162.7200000005","1404184385.5199883","0.0195438525733793","Category B","2010","0.01911637459192246600","87.94570873530821016900","Y","Category BY"
"popov 80prf pet","140832","1495200603.2899873","0.008789040552509408","Category B","2010","0.01911637459192246600","87.94570873530821016900","Y","Category BY"
"weller reserve 7yr bourbon","30118.5","1576561426.7999866","0.0018796347270560285","Category C","1992","0.01894518317766644400","87.96465391848587661300","Y","Category CY"
"chichis strawberry margarita","147432.41999999972","1489301518.5699875","0.009200959427790536","Category B","1988","0.01890714064116510600","87.98356105912704171900","Y","Category BY"
"dekuyper luscious razzmatazz","108384.8099999999","1521890985.9399865","0.006764076987943268","Category B","1986","0.01888811937291443700","88.00244917849995615600","Y","Category BY"
"admiral nelson spiced mini","74109.20999999953","1545271547.919988","0.004625006049792885","Category C","1969","0.01872643859278374900","88.03990205568552365500","Y","Category CY"
"on the rocks cocktails effen cosmopolitan","234803.85999999868","1441280354.0199873","0.014653634454000017","Category B","1969","0.01872643859278374900","88.03990205568552365500","Y","Category BY"
"whistlepig 10yr","409270.15000000055","1371039150.769988","0.025541723083401593","Category B","1968","0.01871692795865841500","88.05861898364418206900","Y","Category BY"
"five farms irish cream liqueur","548119.6200000013","1330200364.9099886","0.034207037944544265","Category B","1961","0.01865035351978107300","88.07726933716396314200","Y","Category BY"
"malibu strawberry","219029.48000000365","1449226376.1199877","0.013669187272175929","Category B","1956","0.01860280034915440000","88.09587213751311754200","Y","Category BY"
"jose cuervo authentic cherry limeade","237041.91000000323","1439865659.5899875","0.014793306632259102","Category B","1953","0.01857426844677839600","88.11444640595989593800","Y","Category BY"
"monte alban mezcal","165266.0099999989","1480267875.3399873","0.010313917744840773","Category B","1948","0.01852671527615172400","88.13297312123604766200","Y","Category BY"
"ole smoky cherry moonshine","152430.75","1486903176.9099872","0.0095128951033815","Category B","1940","0.01845063020314904700","88.15142375143919670900","Y","Category BY"
"ice hole mint schnapps","110026.5900000002","1520907185.0799868","0.006866537160335208","Category B","1938","0.01843160893489837800","88.16985536037409508700","Y","Category BY"
"jeffersons reserve","334354.52000000066","1395120595.6799881","0.020866389990874402","Category B","1937","0.01842209830077304300","88.18827745867486813000","Y","Category BY"
"99 grapes","134474.0500000003","1498920197.4899874","0.008392253739989352","Category B","1933","0.01838405576427170500","88.20666151443913983500","Y","Category BY"
"crystal head vodka","174814.8700000022","1474508623.5699875","0.010909842802855032","Category B","1931","0.01836503449602103600","88.24339158343118190700","Y","Category BY"
"montezuma gold tequila","1228122.7200000023","1168652669.7499874","0.07664465738992685","Category A","1931","0.01836503449602103600","88.24339158343118190700","Y","Category AY"
"chopin vodka","183311.09999999875","1470568012.0599873","0.011440075349530622","Category B","1928","0.01833650259364503200","88.26172808602482694000","Y","Category BY"
"burnetts cherry","119000.82000000049","1513941621.489987","0.0074266007211562495","Category B","1927","0.01832699195951969800","88.29838206994386633500","Y","Category BY"
"wild turkey rare breed","307765.58999999997","1406979131.549988","0.019207028595610257","Category B","1927","0.01832699195951969800","88.29838206994386633500","Y","Category BY"
"sauza gold mini","73774.79999999882","1545566836.029988","0.004604136197407271","Category C","1921","0.01826992815476769000","88.33492192625340171600","Y","Category CY"
"jameson caskmates ipa","311565.80000000075","1405120769.1899881","0.01944419202294253","Category B","1921","0.01826992815476769000","88.33492192625340171600","Y","Category BY"
"aberlour 12yr","260233.32000000533","1427195475.989988","0.016240635669408972","Category B","1917","0.01823188561826635200","88.35315381187166806800","Y","Category BY"
"angels envy rye","172909.3799999975","1475725278.5899875","0.010790925022219646","Category B","1916","0.01822237498414101800","88.38959856183995010300","Y","Category BY"
"corralejo reposado tequila","193972.5","1463405563.159988","0.012105431780927852","Category B","1916","0.01822237498414101800","88.38959856183995010300","Y","Category BY"
"patron tequila silver mini","93907.79999999759","1530895680.2399871","0.005860596046331244","Category C","1899","0.01806069420401033000","88.40765925604396043300","Y","Category CY"
"captain morgan cannon blast","141526.16999999632","1493789176.1099873","0.008832362299557688","Category B","1893","0.01800363039925832300","88.42566288644321875600","Y","Category BY"
"cross keys rum","315829.2200000027","1403241756.6599882","0.019710263450405014","Category B","1891","0.01798460913100765400","88.44364749557422641000","Y","Category BY"
"tooters appletini mini","66249","1551158728.4199874","0.0041344662261644785","Category C","1889","0.01796558786275698400","88.46161308343698339400","Y","Category CY"
"kraken black spiced 70prf","137143.51000000176","1497426623.7199874","0.008558849344633997","Category B","1887","0.01794656659450631500","88.47955965003148971000","Y","Category BY"
"the botanist islay dry gin","288301.1600000057","1414410537.1299884","0.017992292849462858","Category B","1883","0.01790852405800497700","88.49746817408949468700","Y","Category BY"
"buchanans 12 yr deluxe scotch","420490.46999999724","1366891705.559988","0.026241960582635452","Category B","1881","0.01788950278975430800","88.51535767687924899500","Y","Category BY"
"burnetts fruit punch","90946.65000000077","1532654912.4299872","0.005675796658180573","Category C","1880","0.01787999215562897300","88.53323766903487796800","Y","Category CY"
"goslings black seal","169541.86999999866","1477262542.259987","0.01058076552756665","Category B","1877","0.01785146025325297000","88.55108912928813093800","Y","Category BY"
"arrow wild cherry brandy","74853.50999999946","1544601653.7199876","0.0046714563088478735","Category C","1861","0.01769929010724761700","88.58648770950262617100","Y","Category CY"
"woodford reserve rye","406229.6000000021","1372262943.0099878","0.025351968501687788","Category B","1861","0.01769929010724761700","88.58648770950262617100","Y","Category BY"
"mcclelland highland","153279.4800000005","1486292547.2199872","0.009565862627723522","Category B","1857","0.01766124757074627900","88.60414895707337245000","Y","Category BY"
"evan williams peach","153464.58000000028","1486139267.7399871","0.00957741434470736","Category B","1855","0.01764222630249560900","88.62179118337586805900","Y","Category BY"
"absolut grapefruit","270694.1000000029","1421629097.1899881","0.016893471811982093","Category B","1854","0.01763271566837027500","88.63942389904423833400","Y","Category BY"
"smirnoff grape","167600.43999999962","1478104730.1399872","0.010459604804152584","Category B","1850","0.01759467313186893700","88.65701857217610727100","Y","Category BY"
"jose cuervo golden strawberry margarita","145181.5199999976","1491351026.5599875","0.009060485306996525","Category B","1849","0.01758516249774360200","88.67460373467385087300","Y","Category BY"
"99 pineapple","109771.36000000067","1521236855.9899867","0.006850608771757236","Category B","1840","0.01749956679061559100","88.70960286825508205500","Y","Category BY"
"elijah craig barrel proof","230190","1443835636.3399878","0.014365692774242649","Category B","1840","0.01749956679061559100","88.70960286825508205500","Y","Category BY"
"sweet revenge","104502.15000000157","1523594191.8799865","0.006521768022710994","Category C","1831","0.01741397108348758000","88.72701683933856963500","Y","Category CY"
"deep eddy ruby red","178781.76000000013","1472923882.5599875","0.011157408392190735","Category B","1829","0.01739494981523691100","88.74441178915380654600","Y","Category BY"
"cruzan light","214949.25","1450963365.549988","0.013414548362456565","Category B","1827","0.01737592854698624200","88.76178771770079278700","Y","Category BY"
"ron zacapa 23yr","206373.75","1455592209.749988","0.012879368735255046","Category B","1824","0.01734739664461023800","88.77913511434540302500","Y","Category BY"
"on the rocks cocktails hornitos margarita","229468.71999999834","1444524502.2799878","0.014320679146872956","Category B","1823","0.01733788601048490300","88.79647300035588792900","Y","Category BY"
"absolut juice edition strawberry","142370.1500000022","1493363340.8499873","0.008885033385997975","Category B","1808","0.01719522649860488500","88.81366822685449281400","Y","Category BY"
"seagrams 7 crown orchard apple","127774.5","1504170352.3899872","0.007974148361711921","Category B","1806","0.01717620523035421600","88.83084443208484703000","Y","Category BY"
"el jimador anejo tequila","156670.95999999662","1483817817.589987","0.009777518041642168","Category B","1804","0.01715718396210354700","88.84800161604695057700","Y","Category BY"
"cody road barrel old fashioned","417744","1368147309.869988","0.026070558939498764","Category B","1799","0.01710963079147687400","88.86511124683842745100","Y","Category BY"
"captain morgan silver spiced","140427","1495481842.7899873","0.008763765320859169","Category B","1795","0.01707158825497553600","88.88218283509340298700","Y","Category BY"
"admiral nelson spiced 101","129676.6500000005","1502882396.3799875","0.008092857699695904","Category B","1794","0.01706207762085020100","88.89924491271425318800","Y","Category BY"
"canadian ltd whisky pet","110142.32999999821","1520797158.489987","0.006873760259868906","Category B","1789","0.01701452445022352800","88.93327396161470024500","Y","Category BY"
"macallan 12yr","568749.9399999987","1321870061.519989","0.03549453452977506","Category B","1789","0.01701452445022352800","88.93327396161470024500","Y","Category BY"
"laphroaig 10 yr single malt scotch","236459.81999999602","1440338709.2799873","0.014756979571539425","Category B","1781","0.01693843937722085200","88.96715084036914194900","Y","Category BY"
"bacardi party drinks zombie","95203.71000000321","1529950680.2699869","0.005941471170894212","Category C","1781","0.01693843937722085200","88.96715084036914194900","Y","Category CY"
"patron xo cafe","131269.8","1501577672.6299875","0.008192282972050382","Category B","1779","0.01691941810897018300","88.98407025847811213200","Y","Category BY"
"dekuyper 03","158795.1300000015","1483188927.279987","0.009910083199209104","Category B","1772","0.01685284367009284100","89.00092310214820497200","Y","Category BY"
"tuaca perfect chill","147987.8400000006","1489006558.3899875","0.009235622067699664","Category B","1769","0.01682431176771683700","89.01774741391592181000","Y","Category BY"
"jose cuervo tradicional reposado tequila","267288.39000000554","1423513802.829988","0.016680928332516748","Category B","1767","0.01680529049946616800","89.03455270441538797800","Y","Category BY"
"paul masson red berry grande amber","82268.05000000069","1539036922.1999876","0.00513418276830463","Category C","1766","0.01679577986534083400","89.05134848428072881100","Y","Category CY"
"uv blue raspberry lemonade pet","76634.87999999915","1543237182.8599875","0.0047826280110818895","Category C","1765","0.01678626923121549900","89.06813475351194431000","Y","Category CY"
"revel stoke peanut butter whisky","130515.86999999845","1502232466.8499875","0.008145231724153833","Category B","1759","0.01672920542646349200","89.08486395893840780200","Y","Category BY"
"bird dog blackberry mini","43864.79999999998","1566012963.729987","0.0027375135340527335","Category C","1753","0.01667214162171148400","89.10153610056011928600","Y","Category CY"
"casamigos anejo","391696.23","1376250161.269988","0.024444970246357733","Category B","1750","0.01664360971933548100","89.11817971027945476700","Y","Category BY"
"kessler blend whiskey pet","142508.64000000112","1493220970.6999872","0.0088936762670627","Category B","1747","0.01661507781695947700","89.13479478809641424400","Y","Category BY"
"christian bros brandy pet","127385.27999999936","1505062927.9599872","0.007949857927976312","Category B","1732","0.01647241830507945800","89.15126720640149370200","Y","Category BY"
