"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"glenlivet 12yr","3017432.9699998917","951828628.4799867","0.1883118945822537","Category A","11054","0.10513054962144823000","62.50625561959593880700","X","Category AX"
"99 peppermint mini","614684.3399999985","1306512981.9099889","0.03836120761795947","Category B","10884","0.10351374182014135500","62.60976936141608016200","X","Category BX"
"hendricks gin","2543297.6800000593","1007057133.7299858","0.1587220691790475","Category A","10848","0.10317135899162931000","62.71294072040770947200","X","Category AX"
"jack daniels old #7 black label square","1205867.5500000068","1172292855.1499872","0.07525575719939522","Category A","10778","0.10250561460285589100","62.81544633501056536300","X","Category AX"
"dr mcgillicuddys cherry mini","320287.5","1401654886.8799882","0.019988495696729842","Category B","10696","0.10172574260457845700","62.91717207761514382100","X","Category BX"
"kinky pink mini","254586.4199999954","1431054137.349988","0.015888224050628775","Category B","10668","0.10145944484906909000","63.01863152246421291000","X","Category BX"
"paramount apricot brandy","601048.0200000172","1310742942.9399889","0.03751019244053651","Category B","10595","0.10076516855791966700","63.11939669102213257700","X","Category BX"
"hpnotiq","643139.9500000007","1295869730.8499887","0.04013706474017893","Category B","10476","0.09963340309700485400","63.21903009411913743100","X","Category BX"
"bird dog peach","936047","1231540524.4999878","0.058416801877803154","Category A","10348","0.09841604192896203000","63.31744613604809946100","X","Category AX"
"chichis margarita","1265848.3200000315","1156207988.6899872","0.07899903585695142","Category A","10298","0.09794051022269530200","63.41538664627079476400","X","Category AX"
"elijah craig","2420706.120000007","1021966093.0199856","0.1510713776299972","Category A","10198","0.09698944681016184600","63.60936553989111845600","X","Category AX"
"jack daniels tennessee honey mini","442512.03000001155","1360011588.9399881","0.027616281645104532","Category B","10198","0.09698944681016184600","63.60936553989111845600","X","Category BX"
"skyy vodka","1172170.5600000024","1178235432.3399868","0.07315279614219554","Category A","10171","0.09673265968877781300","63.70609819957989626900","X","Category AX"
"ciroc peach","1199482.799999991","1173492337.9499872","0.07485729785302668","Category A","10156","0.09659000017689779500","63.80268819975679406400","X","Category AX"
"woodford reserve","4490674.319999823","839666712.5699865","0.2802539103796798","Category A","10094","0.09600034086112705200","63.89868854061792111600","X","Category AX"
"windsor canadian","630377.9300000075","1299044379.0499885","0.03934061285913005","Category B","10041","0.09549627725248432000","63.99418481787040543600","X","Category BX"
"captain morgan 100prf spiced rum","1166932.1199999368","1179402364.4599867","0.07282587568667079","Category A","10020","0.09529655393585229500","64.08948137180625773100","X","Category AX"
"ciroc 80prf","1031490.2599999995","1209995799.1699872","0.06437322288015841","Category A","9946","0.09459276701057753700","64.18407413881683526800","X","Category AX"
"ciroc apple","1045583.0100000016","1205842065.779987","0.06525272293161259","Category A","9834","0.09352757598854006600","64.27760171480537533400","X","Category AX"
"paramount triple sec","1029580.1100000166","1211025379.2799873","0.06425401427834046","Category A","9754","0.09276672525851330100","64.37036844006388863600","X","Category AX"
"hawkeye light rum","727407.5499999833","1281692920.309989","0.04539603538365832","Category A","9590","0.09120698126195843400","64.46157542132584706900","X","Category AX"
"smirnoff vanilla","910689.0900000653","1242614981.7199883","0.05683426595332357","Category A","9541","0.09074096018981704000","64.55231638151566411000","X","Category AX"
"ole smoky salty caramel whiskey","979294.5","1221987793.7499876","0.061115790966182575","Category A","9344","0.08886736526712613200","64.64118374678279024100","X","Category AX"
"svedka vodka","2091566.4400000523","1044428252.2099854","0.1305304352663329","Category A","9330","0.08873421638937144800","64.72991796317216168900","X","Category AX"
"crown royal black","1154234.6600000157","1182878630.2599869","0.07203345286477539","Category A","9280","0.08825868468310472000","64.81817664785526640900","X","Category AX"
"stolichnaya 80prf","1482156.209999964","1131503770.9099867","0.09249837419651312","Category A","9163","0.08714594049044057600","64.90532258834570698500","X","Category AX"
"cointreau liqueur","2197253.719999863","1035936270.9199854","0.1371261648576385","Category A","9095","0.08649921736991782600","64.99182180571562481200","X","Category AX"
"captain morgan spiced barrel","5879223","745472859.989988","0.36691042777384414","Category A","9044","0.08601417502952576400","65.07783598074515057500","X","Category AX"
"don julio blanco","2870335.10999993","969399874.5099863","0.179131814368048","Category A","9027","0.08585249424939507600","65.16368847499454565100","X","Category AX"
"dekuyper grape pucker","1289120.2099999718","1154942140.3699872","0.08045138748827821","Category A","8967","0.08528185620187500200","65.24897033119642065400","X","Category AX"
"ciroc red berry","942509.399999998","1230604477.4999878","0.0588201072037697","Category A","8955","0.08516772859237098800","65.33413805978879164200","X","Category AX"
"lady bligh spiced rum","814659.270000022","1261629977.7299888","0.050841238926578505","Category A","8946","0.08508213288524297700","65.41922019267403461800","X","Category AX"
"captain morgan original spiced rum pet","1669015.080000081","1100193936.1599858","0.1041598587030678","Category A","8935","0.08497751590986429700","65.50419770858389891500","X","Category AX"
"prairie fire","1157708.6400000905","1181724395.5999868","0.07225025693699806","Category A","8881","0.08446394166709623000","65.58866165025099514500","X","Category AX"
"uv cake","558507.8600000007","1324684860.4999888","0.034855347012293036","Category B","8839","0.08406449503383217900","65.67272614528482732400","X","Category BX"
"smirnoff kissed caramel","1104503.490000091","1192988843.619987","0.06892983103271252","Category A","8831","0.08398840996082950200","65.75671455524565682600","X","Category AX"
"ezra brooks sour mash bourbon","989072.25","1219044919.4499876","0.061726000586597676","Category A","8823","0.08391232488782682600","65.84062688013348365200","X","Category AX"
"chichis gold margarita","760931.9300000094","1274209118.919989","0.04748822419953798","Category A","8763","0.08334168684030675200","65.92396856697379040400","X","Category AX"
"castillo silver rum","981384.5999999921","1221008499.2499876","0.06124622988389112","Category A","8742","0.08314196352367472600","66.00711053049746513100","X","Category AX"
"jeremiah weed sweet tea vodka","922229.2600000115","1238040893.6399882","0.05755446464476003","Category A","8650","0.08226698518414394700","66.08937751568160907800","X","Category AX"
"bacardi dragon berry","957304.6800000457","1226812120.5999877","0.05974345073298287","Category A","8610","0.08188655981913056400","66.17126407550073964200","X","Category AX"
"malibu coconut rum mini","190728.09999997442","1465524885.439988","0.011902955332615065","Category B","8576","0.08156319825886918900","66.25282727375960883100","X","Category BX"
"evan williams str bourbon","810285.1200000095","1263252918.329989","0.050568257063558254","Category A","8461","0.08046947533445571500","66.33329674909406454600","X","Category AX"
"bulleit 95 rye","1923290.4899999944","1062509805.0499855","0.12002867324802348","Category A","8440","0.08026975201782368900","66.41356650111188823600","X","Category AX"
"basil hayden 8yr","2971667.25","957783464.9499867","0.1854557484720384","Category A","8435","0.08022219884719701600","66.49378869995908525200","X","Category AX"
"yukon jack","802556.79000001","1265671153.769989","0.05008594760425092","Category A","8428","0.08015562440831967400","66.57394432436740492600","X","Category AX"
"mccormick 80prf vodka mini","261900.45000001029","1425631040.4799879","0.01634467788407857","Category B","8365","0.07955645445842359700","66.65350077882582852400","X","Category BX"
"new amsterdam apple","586052.0800000015","1315500794.8199887","0.03657432612618226","Category B","8359","0.07949939065367159000","66.73300016947950011300","X","Category BX"
"di amore amaretto","533250","1335608945.4799886","0.03327905500614663","Category B","8272","0.07867196548476748300","66.81167213496426759700","X","Category BX"
"captain morgan private stock","1095116.3399999794","1194083959.959987","0.06834399796903756","Category A","8227","0.07824398694912742800","66.88991612191339502400","X","Category AX"
"jim beam vanilla","1073682.249999996","1199488764.009987","0.06700633972221874","Category A","8210","0.07808230616899674000","66.96799842808239176500","X","Category AX"
"smirnoff red, white & berry","1626572.0600001034","1106797862.0699863","0.10151107558594406","Category A","8158","0.07758775319447934300","67.04558618127687110800","X","Category AX"
"five star pet","501406.5","1345415095.1199884","0.0312917665146544","Category B","8156","0.07756873192622867400","67.12315491320309978200","X","Category BX"
"fireball cinnamon whiskey party bucket","1594346.4000000297","1111604483.8399866","0.09949993726104613","Category A","8084","0.07688396626920458600","67.20003887947230436800","X","Category AX"
"olmeca altos plata","1980159.0299999","1056687632.6799855","0.12357772391989613","Category A","8083","0.07687445563507925100","67.27691333510738361900","X","Category AX"
"jameson mini","331734.4500000275","1396784451.6099882","0.020702876716333266","Category B","8061","0.07666522168432189100","67.35357855679170551000","X","Category BX"
"j & b rare scotch","914908.2500000194","1240791662.729988","0.05709757520361556","Category A","8026","0.07633234948993518100","67.42991090628164069100","X","Category AX"
"fireball cinnamon whiskey 100ml carrier","991863","1217064078.4999876","0.06190016565506163","Category A","7968","0.07578073271066577700","67.50569163899230646800","X","Category AX"
"black velvet apple","865529.609999953","1254140238.5599885","0.05401595405651584","Category A","7946","0.07557149875990841600","67.58126313775221488400","X","Category AX"
"carolans irish cream","826471.6599999906","1258359878.3299887","0.05157842631816409","Category A","7859","0.07474407359100431000","67.65600721134321919400","X","Category AX"
